"Display Name ACQ wood treatment Synthetic Stucco (Acrylic) [BEAM Avg | US & CA]","EPD Number / Document ID ","EPD ID Bolin & Smith, 2011, LCA Assessment of ACQ-treated lumber, Journal of Cleaner Production ","EPD Owner ","Material ACQ wood treatment Acrylic Stucco Textured Finish","Manufacturer / Organization Sto Corp.","Product Name / Description ","Specifications ","EPD Expiry "
"Laminated Veneer Lumber (LVL) / Boise Cascade / Versa-Lam","","EPD 169","Boise Cascade Wood Products, LLC","LVL - Versa-Lam","Boise Cascade Wood Products, LLC","Laminated Veneer Lumber (LVL); Brand name: Versa-Lam®","","2026-04-01"
"Laminated veneer lumber (LVL) / RedBuilt / RedLam LVL ","","SCS-EPD-07525","Redbuilt LLC","Laminated veneer lumber","RedBuilt","RedLam LVL","","2026"
"Clay Plaster, site mixed / 15 mm (9/16"") [EU]","","Melia et al LCA, 2014","","Clay plaster","","Site mixed","15 mm (9/16"")",""
"Lime/Cork Plaster (Ext. & Int.) / Diasen / Diathonite Evolution, R3.2-inch / 3/4"" [EU]","","S-P-03516","DIASEN","Lime/cork","Diasen","Diathonite Evolution","3/4""","2026"
"Lime/Cork Plaster (Ext. & Int.) / Diasen / Diathonite Thermactive.037, R3.9-inch / 3/4"" [EU]","","S-P-03516","DIASEN","Lime/cork","Diasen","Diathonite Thermactive.037","3/4""","2026"
"Lime/Cork Plaster (Int.) / Diasen / Diathonite Acoustix, 3/4"" [EU]","","S-P-03516","DIASEN","Lime/cork","Diasen","Diathonite Acoustix","3/4""","2026"
"Lime Plaster, NHL 3.5 / Kerakoll / Biocalce Intonaco line @ 2 cm [EU]","","S-P-01642","Kerakoll S.p.A.","Lime Plaster","Kerakoll S.p.A.","Benesserebio, Biocalce® Intonaco & Intonachino product lines","Application Spec: 13 kg/m2 at 1 cm, so 26 kg/m2 at 2 cm","2024-07-26"
"Cement ""Stucco"" Plaster / Sto SE / Pre-mixed rendering & plastering mortar with reinforcing fiber / 1/2"" [EU]","","EPD-IWM-STO-20210130-IBG1-DE","Sto SE & Co","Cement ""Stucco"" Plaster","Sto SE","Pre-mixed rendering & plastering mortar with reinforcing fiber","1/2"" thick","2026"
"Cement ""Stucco"" Plaster / Beissier / Premixed Mortar @ 1/2"" [EU]","","S-P-03160","Beissier S.A.U.","Cement Plaster Mortar","Beissier S.A.U.","Mortars: BME 12007, BME 12003, BMB 12003","","2026-03-15"
"Cement ""Stucco"" Plaster / 1:1:4 mix of Portland, masonry cement, sand @ 1/2"" [Industry Avg | US & CA]","","","","Portland-Masonry Cement Plaster","Portland Cement Association & ","","1/2"" thick Plaster Mix: 1 part Portland cement, 1 part masonry cement, 4 parts masonry sand","2026-03-12"
"Masonry Mortar Mix / 1 part Masonry cement / 3 parts avg sand","","","","Masonry Mortar Mix","1 part Masonry cement (e0e76c)","3 parts avg sand","","2026-03-12"
"Cement Mortar for Tile / Tile Council of North America / [Industry Avg | US & CA]","","4789883337.101.1","Tile Council of North America","Cement mortar, tile","Tile Council of North America","Includes Mfrs: Ardex, Bostik, Cemenquin/Cement Pro LLC, Crest, Custom Building Products, HB Fuller, Interceramic, Laticrete, Mapei, Parex, Schluter","Amount of mortar required to install 1 m2 of 450mm x 450mm tile with a 3mm joint width","2028-01-01"
"Cementitious Foam / R 3.5-inch [BEAM Avg] ","","EPD-HOC-20220204-IBD1-EN, BAU-EPD-Perlmooser-2022-1-Ecoinvent, EPD-MDS-20210038-CBA1-EN","","Cementitious foam","","","[Product Avg] / R 3.5/inch",""
"Cementitious Foam / Holcim / Airium Spray / R3.35/inch / 100 kg/m3 [EU]","","EPD-HOC-20220204-IBD1-EN","Holcim (Deutschland)","Cementitious foam","Holcim","Airium Spray","R3.35/inch / 100 kg/m3","1905-07-19"
"Cementitious Foam / Perlmooser / Airium Spray / R3.43/inch / 70 kg/m3 [EU]","","BAU-EPD-Perlmooser-2022-1-Ecoinvent","Perlmooser","Cementitious foam","Perlmooser","Airium Spray","R3.43/inch / 70 kg/m3","1905-07-19"
"Cementitious Foam /Master Builders Solutions / MasterProtect NFF / R3.8/inch / 70 kg/m3 [EU]","","EPD-MDS-20210038-CBA1-EN","Master Builders Solutions","Cementitious foam","Master Builders Solutions GmbH","MasterProtect NFF 2070 IN","R3.8/inch / 70 kg/m3","1905-07-18"
"Linoleum flooring / 2.5 mm [BEAM Avg]","","","","Linoleum flooring","DATABASE","AVERAGE","2.5 mm sheet style linoleum",""
"Linoleum flooring / Forbo / Marmoleum / 2.5 mm sheet style linoleum","","4790690881.101.1","Forbo Floorng","Linoleum flooring","Forbo","Marmoleum","2.5 mm sheet","2028"
"Linoleum flooring / Gerflor  / DLW Linoleum Compact / 2.5 mm sheet style linoleum","","4788756650.102.1 ","Gerflor","Linoleum flooring","Gerflor ","DLW Linoleum Compact","2.5 mm sheet style linoleum","2025-10-01"
"Linoleum flooring / Tarkett  / Lino Veneto xf2, Etrusco, Style Elle|Emme, Veneto, Originale, LinoRail, Linosport / 2.5 mm sheet style linoleum","","4789356590.101.2","Tarkett","Linoleum flooring","Tarkett","Lino","2.5 mm sheet style linoleum","2025-10-01"
"Linoleum flooring / Forbo / Marmoleum / 2.0 mm sheet style linoleum","","4790690881.101.1","Forbo Floorng","Linoleum flooring","Forbo","Marmoleum","2.0 mm sheet","2028"
"Linoleum flooring / 4.0 mm [BEAM Avg]","","","","Linoleum flooring","DATABASE","AVERAGE","4.0 mm sheet style linoleum",""
"Linoleum flooring / Gerflor  / DLW Linoleum Acousticplus / 4.0 mm sheet style linoleum with Neocare backing","","4788756650.101.1 ","Gerflor","Linoleum flooring","Gerflor ","DLW Linoleum Acousticplus","4.0 mm sheet style linoleum","2025-10-01"
"Linoleum flooring / Tarkett  / Lino Acoustic / 3.8 mm sheet style linoleum with polyurethane foam backing","","4789356590.101.2","Tarkett","Linoleum flooring","Tarkett","Lino Acoustic","3.8 mm sheet style linoleum","2025-10-01"
"Linoleum flooring / Tarkett  / Veneto Acoustic Cork / 4.4 mm sheet style linoleum with cork backing","","4789356590.101.2","Tarkett","Linoleum flooring","Tarkett","Veneto Acoustic Cork","4.4 mm sheet style linoleum","2025-10-01"
"Linoleum flooring / Mannington / Legato Flooring / 2.2 liquid applied","","EPD10362","Mannington","Linoleum flooring","Mannington","Legato Flooring","liquid applied","2025-11-05"
"Metal Panels - Aluminum / 22 gauge / Metal Construction Assn. [Industry Avg | US]","","4789289084.103.1","","Metal Panels - Aluminum","Metal Construction Assn. ","Includes: ATAS, DMI, Englert, Fabral,McElroy, Pac-Clad","22 gauge","2026"
"Metal Panels - Aluminum / Petersen Aluminum Corp / Pac-Clad, all profiles / 20 gauge","","4789365778.101.1","Petersen Aluminum Corp","Metal Panels - Aluminum","Petersen Aluminum Corp","Pac-Clad","20EQ gauge","2025"
"Metal Wall Panels - Aluminum / CENTRIA / RZR / 0.060""","","4788736474.105.1","CENTRIA","Aluminum","CENTRIA","RZR","","2025"
"Metal Wall Panels - Aluminum / CENTRIA / LVLZ / 0.060""","","4788736474.105.1","CENTRIA","Aluminum","CENTRIA","LVLZ","","2025"
"Metal Panels - Steel / Metal Construction Assn.  / 24 gauge [Industry Avg | US]","","4789289084.103.1 ","","Metal Panels - Steel","Metal Construction Assn. ","Includes: ATAS, DMI, Englert, Fabral,McElroy, Pac-Clad","24 gauge","2025"
"Metal Panels - Steel / Petersen Aluminum Corp / Pac-Clad, all profiles / 24 gauge","","4789365778.101.1","Petersen Aluminum Corp","Metal Panels - Steel","Petersen Aluminum Corp","Pac-Clad","24EQ gauge","2025"
"Metal Panels - Steel / Metal Building Manufacturers Assn / 24 gauge [Industry Avg | US]","","4789771662.103.1","Metal Building Manufacturers Association","Metal Panels - Steel","Metal Building Manufacturers Assn","List of participating members: https://www.mbma.com/System_Members.html ","24 gauge","2026"
"Metal Panels - Steel / Canadian Sheet Steel Building Institute / 24 gauge [Industry Avg | CA]","","4078-8004","Canadian Sheet Steel Building Institute","Metal Panels - Steel","Canadian Sheet Steel Building Institute","Includes: Agway, Bailey, Behlen, Canam,DASS, DCM, Duchesne, EB, Exsteel, Ideal Roofing, Imperial, LKME, Manugypse, Metal Up, Scotia, Steel Tile Co, Steelway, Trebor, Vicwest, Vulcraft, Westform, Westman","24 gauge","2027"
"Metal panels - steel / ArcelorMittal / XCarb RRP / 24 gauge","","7740-1109","ArcelorMittal Dofasco","Metal Panels - Steel","ArcelorMittal","XCarb RRP","24 gauge","2028"
"Metal Panels - Steel / AEP Span / All roofing & wall products / 24 gauge","","SCS-EPD-07578","AEP Span","Metal Panels - Steel","AEP Span","All roofing & wall products","24 gauge","2027"
"MgO board  1/2"" [BEAM Avg]","","SCS-EPD-04873, EPD-NIBE-20210615-20084","","MgO board 1/2""","","INT007, 63d778","1/2"" (12.7 mm)",""
"MgO board 1/2"" / North American MgO / MagTech Ultra / 1/2""","","SCS-EPD-04873","","MgO board 1/2""","North American MgO","MagTech Ultra","1/2""","2023"
"MgO board 1/2"" / Sinh Build / MAGOXX boards / 1/2"" [EU]","","EPD-NIBE-20210615-20084","Sinh Build","MgO board 1/2""","Sinh Build","MAGOXX boards","1/2""","2026"
"Mineral wool batt / [BEAM Avg] ","","","","Mineral wool batt","DATABASE AVERAGE","Owens Corning, Rockwool","",""
"Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-15, R-30 (plant Avg) / R 4.2-inch","","4790011847.101.1","Owens Corning","Mineral wool batt","Owens Corning","UltraBatt - Fire and Sound guard Plus R-15, R-30 (plant Avg","R 4.2-inch","2026-10-01"
"Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-23 (plant Avg) / R 4.2-inch","","4790011847.101.1","Owens Corning","Mineral wool batt","Owens Corning","UltraBatt - Fire and Sound guard Plus R-23 (plant Avg)","R 4.2-inch","2026-10-01"
"Mineral wool batt / Rockwool / ComfortBatt R-24 (Wood Studs) / R 4.4-inch","","4789092768.101.1 ","Rockwool","Mineral wool batt","Rockwool","ComfortBatt R-24 (Wood Studs)","R 4.4-inch ","2024"
"Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-10 (plant Avg) / R 4.0-inch","","4790011847.101.1","Owens Corning","Mineral wool batt","Owens Corning","UltraBatt - Fire and Sound guard Plus R-10 (plant Avg)","R 4.0-inch","2026-10-01"
"Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-24 (plant Avg) / R 4.0-inch","","4790011847.101.1","Owens Corning","Mineral wool batt","Owens Corning","UltraBatt - Fire and Sound guard Plus R-24 (plant Avg)","R 4.0-inch","2026-10-01"
"Mineral wool batt / Rockwool / ComfortBatt R-23 / R 4.2-inch","","4789092768.101.1 ","Rockwool","Mineral wool batt","Rockwool","ComfortBatt R-23","R 4.2-inch ","2024"
"Mineral wool batt / Rockwool / ComfortBatt R-15 / R 4.3-inch","","4789092768.101.1 ","Rockwool","Mineral wool batt","Rockwool","ComfortBatt R-15","R 4.3-inch ","2024"
"Mineral wool batt / Rockwool / ComfortBatt R-10, R-14, R-22, R-28, R-30, R-32 / R 4.0-inch","","4789092768.101.1 ","Rockwool","Mineral wool batt","Rockwool","ComfortBatt R-10, R-14, R-22, R-28, R-30, R-32","R 4.0-inch ","2024"
"Mineral wool batt / Rockwool / ComfortBatt R-24 (Steel Studs) / R 4.0-inch","","4789092768.101.1 ","Rockwool","Mineral wool batt","Rockwool","ComfortBatt R-24 (Steel Studs)","R 4.0-inch ","2024"
"Mineral wool batt (Sound and Fire application)  / [BEAM Avg] ","","","","Mineral wool batt","DATABASE AVERAGE","Owens Corning, Rockwool lines","",""
"Mineral wool batt / Owens Corning / Thermafiber SAFB (4 pcf) (Plant Avg) / R3.7/inch","","4790011847.101.1","Owens Corning","Mineral wool batt","Owens Corning","Thermafiber SAFB Lightweight","R 3.7-inch","2026-10-01"
"Mineral wool board / Owens Corning / Thermafiber RainBarrier HD (Plant Avg) / R 4.3-inch","","4790011847.101.1","Owens Corning","Mineral wool board ","Owens Corning","Thermafiber RainBarrier HD","R 4.3-inch","2026-10-01"
"Mineral wool board / Owens Corning / Thermafiber RainBarrier ci 80 (Plant Avg) / R 4.2-inch","","4790011847.101.1","Owens Corning","Mineral wool board ","Owens Corning","Thermafiber RainBarrier ci 80 (Plant Avg)","R 4.2-inch","2026-10-01"
"Mineral wool board / Owens Corning / Thermafiber RainBarrier HC Max (Plant Avg) / R 4.2-inch","","4790011847.101.1","Owens Corning","Mineral wool board ","Owens Corning","Thermafiber RainBarrier HC Max","R 4.2-inch","2026-10-01"
"Mineral wool batt / Rockwool / Safe'n'Sound / R 4.0-inch","","4789092768.101.1 ","","Mineral wool batt","Rockwool","Safe'n'Sound","R 4.0-inch ","2024"
"Mineral wool board  / Rockwool / Cavityrock / R 4.3-inch","","4789092768.101.1","","Mineral wool board ","Rockwool","Cavityrock","R 4.3-inch ","2024"
"Mineral wool board  / Rockwool / Comfortboard 80 / R 4.2-inch","","4789092768.101.1","","Mineral wool board ","Rockwool","Comfortboard 80","R 4.2-inch ","2024"
"Mineral wool board  / Rockwool / Comfortboard 110 / R 4.0-inch","","4789092768.101.1","","Mineral wool board ","Rockwool","Comfortboard 110","R 4.0-inch ","2024"
"Mineral wool board  / Rockwool / Toprock DD / R 4.3-inch","","4789092768.101.1","","Mineral wool board ","Rockwool","Toprock DD","R 4.3-inch ","2024"
"Mineral wool board - heavy density / NAIMA / R 4.4-inch [Industry Avg | N.America]","","SmartEPD-2023-008-0023-01","NAIMA","Mineral wool board - heavy density","NAIMA","Owens Corning, Johns Manville, Rolan","R 4.4/inch","2028"
"Mineral wool board - light density / NAIMA / R 3.9-inch [Industry Avg | N.America]","","SmartEPD-2023-008-0022-01","NAIMA","Mineral wool board - light density","NAIMA","Owens Corning, Johns Manville, Rolan","R 3.9/inch","2028"
"Mineral wool loose fill / NAIMA / R 3-inch [Industry Avg | N.America]","","SmartEPD-2023-008-0021-01","NAIMA","Mineral wool loose fill","NAIMA","USG, American Rockwool ","R 3/inch","2028"
"OSB sheathing / 7/16"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.101.1 ","","OSB sheathing","American Wood Council & Canadian Wood Council","","7/16""","2025"
"OSB sheathing / 1/2"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.101.1 ","","OSB sheathing","American Wood Council & Canadian Wood Council","","1/2""","2025"
"OSB sheathing / 5/8"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.101.1 ","","OSB sheathing","American Wood Council & Canadian Wood Council","","5/8""","2025"
"OSB sheathing / 3/4"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.101.1 ","","OSB sheathing","American Wood Council & Canadian Wood Council","","3/4""","2025"
"OSB sheathing / 7/8"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.101.1 ","","OSB sheathing","American Wood Council & Canadian Wood Council","","7/8""","2025"
"OSB sheathing / 7/16"" / LP / FlameBlock® Fire-Rated / 7/16"", coated 1 side","","EPD 556","LP","OSB sheathing","LP","FlameBlock® Fire-Rated","7/16"", coated 1 side","2028-09-18"
"OSB sheathing / 7/16"" / LP / TopNotch® 350 / 7/16""","","EPD 558","LP","OSB sheathing","LP","LP® TopNotch® 350","7/16"" Sheathing","2028-09-18"
"OSB sheathing / 1/2"" / LP / WeatherLogic® Air & Water Barrier / 1/2""","","EPD 555","LP","OSB sheathing","LP","WeatherLogic® Air & Water Barrier","1/2"" Sheathing","2028-09-18"
"OSB sheathing / 7/16"" / LP / WeatherLogic® Air & Water Barrier / 7/16""","","EPD 555","LP","OSB sheathing","LP","WeatherLogic® Air & Water Barrier","7/16"" Sheathing","2028-09-18"
"OSB sheathing / 1/2"" / Huber  / AdvanTech / 1/2"" Sheathing","","4789103593.101.1","Huber","OSB sheathing","Huber ","AdvanTech","1/2"" Sheathing","2025-07-01"
"OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 5/8""","","4789103593.102.1","Huber","OSB roof & wall sheathing & barrier system","Huber ","ZIP System - Wall and Roof Sheathing","7/16"" sheathing and protective barrier","2025-07-01"
"OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 1/2""","","4789103593.102.1","Huber","OSB roof & wall sheathing & barrier system","Huber ","ZIP System - Wall and Roof Sheathing","7/16"" sheathing and protective barrier","2025-07-01"
"OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 7/16""","","4789103593.102.1","Huber","OSB roof & wall sheathing & barrier system","Huber ","ZIP System - Wall and Roof Sheathing","7/16"" sheathing and protective barrier","2025-07-01"
"Insulated OSB sheathing & barrier / Huber ZIP System / R-12 / 7/16"" OSB; 2"" foam (polyisocyanurate)","","4789103593.102.1","Huber","Insulated OSB sheathing & barrier system","Huber ","ZIP System - R-12 Insulated Sheathing","7/16"" osb sheathing, 1"" foam insulation, and protective barrier","2025-06-30"
"Insulated OSB sheathing & barrier / Huber ZIP System / R-9 / 7/16"" OSB; 1.5"" foam (polyisocyanurate)","","4789103593.102.1","Huber","Insulated OSB sheathing & barrier system","Huber ","ZIP System - R-9 Insulated Sheathing","7/16"" osb sheathing, 1"" foam insulation, and protective barrier","2025-06-30"
"Insulated OSB sheathing & barrier / Huber ZIP System / R-6 / 7/16"" OSB; 1"" foam (polyisocyanurate)","","4789103593.102.1","Huber","Insulated OSB sheathing & barrier system","Huber ","ZIP System - R-6 Insulated Sheathing","7/16"" osb sheathing, 1"" foam insulation, and protective barrier","2025-06-30"
"Insulated OSB sheathing & barrier / Huber ZIP System / R-3 / 7/16"" OSB; 1/2"" foam (polyisocyanurate)","","4789103593.102.1","Huber","Insulated OSB sheathing & barrier system","Huber ","ZIP System - R-3 Insulated Sheathing","7/16"" osb sheathing, 1/2"" foam insulation, and protective barrier","2025-06-30"
"OSB subflooring / Huber  / AdvanTech / 19/32"" Subflooring","","4789103593.101.1","Huber","OSB subflooring","Huber ","AdvanTech","19/32"" Subflooring","2025-07-01"
"OSB subflooring / LP / LP Legacy® Premium / 5/8""","","EPD 557","LP","OSB subflooring","LP","LP Legacy® Premium","5/8""","2028-09-18"
"Plywood / 3/4"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.103.1 ","","Plywood","American Wood Council & Canadian Wood Council","","3/4""","2025"
"Plywood / 5/8"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.103.1 ","","Plywood","American Wood Council & Canadian Wood Council","","5/8""","2025"
"Plywood / 1/2"" / AWC & CWC [Industry Avg | US & CA]","","4788424634.103.1 ","","Plywood","American Wood Council & Canadian Wood Council","","1/2""","2025"
"Plywood / 1/2"" / British Columbia Average","","EP397","Forestry Innovation Investment Ltd.","Softwood Plywood Produced in British Columbia","West Fraser Mills, Thompson River Veneer Products","Softwood Plywood Produced in British Columbia","1/2""","2028-02-20"
"Plywood / 3/4"" / British Columbia Average","","EP397","Forestry Innovation Investment Ltd.","Softwood Plywood Produced in British Columbia","West Fraser Mills, Thompson River Veneer Products","Softwood Plywood Produced in British Columbia","3/4""","2028-02-20"
"Plywood / 5/8"" / British Columbia Average","","EP397","Forestry Innovation Investment Ltd.","Softwood Plywood Produced in British Columbia","West Fraser Mills, Thompson River Veneer Products","Softwood Plywood Produced in British Columbia","5/8""","2028-02-20"
"Plywood / 1/2"" / Roseburg softwood plywood / ","","4786969381.102.1","Roseburg Forest Products","Plywood","Roseburg","softwood ply","1/2""","2024"
"Plywood / 3/4"" / Roseburg softwood plywood","","4786969381.102.1","Roseburg Forest Products","Plywood","Roseburg","softwood ply","3/4""","2024"
"Polyisocyanurate / Roof Boards / GRF Facer / R 5.6/inch / PIMA [Industry Avg | US & CA]","","EPD10465","","Polyiso - roof boards / GRF facer","PIMA","Atlas, Firestone, GAF, Johns Manville, Rmax, Carlisle, Iko, Soprema","R 5.8/inch","2025-11-04"
"Polyisocyanurate / Roof Boards / CGF Facer / R 5.6/inch / PIMA [Industry Avg | US & CA]","","EPD10465","","Polyiso - roof boards / CGF facer","PIMA","Atlas, Firestone, GAF, Johns Manville, Rmax, Carlisle, Iko, Soprema","R 5.8/inch","2025-11-04"
"Polyisocyanurate / Roof Boards / High density / R 5.0/inch / PIMA / [Industry Avg | US & CA]","","EPD10467","","Polyiso - roof boards / CGF facer","PIMA","Atlas, Firestone, GAF, Johns Manville, Carlisle, Iko, Soprema","R 5.8/inch","2025-11-04"
"Polyisocyanurate / Wall Boards / R 6.5/inch / PIMA [Industry Avg | US & CA]","","EPD10466","","Polyiso - wall boards","PIMA","Includes: Atlas, Firestone, GAF, Johns Manville, Rmax, Carlisle, Iko, Soprema","R 6.5/inch","2025-11-04"
"Polyisocyanurate / Wall Boards / DuPont / Thermax / R 6.5/inch","","4789559274.103.1","","Polyiso - wall boards","DuPont","Thermax","R 6.5/inch","2026-01-01"
"Polyisocyanurate / Roof Boards / High density / Carlisle / Type II, R 5.0-inch, 80 psi","","EPD254","Carlisle SynTec Systems","Polyiso - roof boards","Carlisle SynTec Systems","High density cover boards","Type II, R 5.0-inch, 80 psi","2026-09-17"
"Polyisocyanurate / Roof Boards / High density / Versico / Type II, R 5.0-inch, 80 psi","","EPD 268","Versico","Polyiso - roof boards","Versico","High density cover boards","Type II, R 5.0-inch, 80 psi","2026-11-12"
"Polyisocyanurate / Roof Boards / High density / Hunter / Type II R 5.0-inch, 80 psi","","EPD 267","Hunter","Polyiso - roof boards","Hunter","High density cover boards","Type II, R 5.0-inch, 80 psi","2026-11-12"
"Polyisocyanurate / Roof Boards / CGF facer / Carlisle / Type II, R 5.6-inch, 16 psi","","EPD255","Carlisle SynTec Systems","Polyiso - roof boards","Carlisle SynTec Systems","CGF facer","Type II R 5.6-inch, 16 psi","2026-09-17"
"Polyisocyanurate / Roof Boards / CGF facer / Versico / Type II, R 5.6-inch, 16 psi","","EPD 270 ","Versico","Polyiso - roof boards","Versico","VersiCore, SecurShield, DuraFaceR","Type II R 5.6-inch, 16 psi","2026-11-12"
"Polyisocyanurate / Roof Boards / CGF facer / Hunter / H-Shield CG / Type II R 5.6-inch, 16 psi","","EPD 271","Hunter","Polyiso - roof boards","Hunter","H-Shield CG","Type II R 5.6-inch, 16 psi","2026-11-12"
"Polyisocyanurate / Roof Boards / GRF facer / Carlisle / Type II, R 5.6-inch, 16 psi","","EPD 255","Carlisle","Polyiso - roof boards","Carlisle","GRF cellulosic facer","Type II R 5.6-inch, 16 psi","2026-09-17"
"Polyisocyanurate / Roof Boards / GRF facer / Hunter / H-Shield / Type II, R 5.6-inch, 16 psi","","EPD 271","Hunter","Polyiso - roof boards","Hunter","H-Shield","Type II R 5.6-inch, 16 psi","2026-11-12"
"Polyisocyanurate / Roof Boards / GRF facer / Versico / Type II, R 5.6-inch, 16 psi","","EPD 270 ","Versico","Polyiso - roof boards","Versico","VersiCore, SecurShield, DuraFaceR","Type II R 5.6-inch, 16 psi","2026-11-12"
"Polyisocyanurate / Wall Boards / Carlisle / R2+ Silver / R6.3-inch, 20 psi","","EPD273","Carlisle Coatings and Waterproofing (CCW)","Polyiso - wall boards","Carlisle Coatings and Waterproofing (CCW)","R2®+ Wall Polyiso","R 6.3/inch, 20 psi","2026-11-12"
"Polyisocyanurate / Wall Boards / Hunter / Xci / R 6.3-inch, 20 psi","","EPD 253","Hunter","Polyiso - wall boards","Hunter","Polysio Wall insulation boards","R 6.5/inch, 20 psi","2026-09-17"
"Polypropylene siding / Vinyl Siding Institute  / 0.085"" Single 7"" wood shake appearance [Industry Avg | US & CA]","","EPD 327","Vinyl Siding Institute","Polypropylene siding","Vinyl Siding Institute ","","0.085"" Single 7"" ""Cedar"" Shake","2027-07-15"
"PVC Roofing Membrane / single-ply, polyester, reinforced / 48 mils (1.219 mm) / CIFA [Industry Avg | US & CA]","","EPD‐009 ","Chemical Fabrics and Film Association (CFFA) ","PVC Roofing Membrane","CIFA","Includes: Canadian General-Tower, Duro-Last, FiberTite","48 mils","2019-08-15"
"Rammed earth / Stabilized with 3% NHL / no rebar [EU]","","Fernandes et al LCA, 2020","","Rammed earth","","Stabilized with 3% NHL","per inch",""
"Rammed earth / Stabilized with 5% cement / no rebar [EU]","","ICE V3.0, 2019","","Rammed earth","","Stabilized with 5% cement","per inch",""
"Rammed earth / Stabilized with 8% cement / no rebar [EU]","","ICE V3.0, 2020","","Rammed earth","","Stabilized with 8% cement","per inch",""
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / 10M","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","Canadian sizes","10M","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / 15M","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","Canadian sizes","15M","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / 20M","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","Canadian sizes","20M","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / #3","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","US sizes","#3","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / #4","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","US sizes","#4","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / #5","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","US sizes","#5","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / #6","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","US sizes","#6","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / #7","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","US sizes","#7","2027"
"Rebar / Concrete Reinforcing Steel Institute / 98% recycled, EAF / [Industry Avg | N.America] / #8","","EPD 362","Concrete Reinforcing Steel Institute","Rebar","Concrete Reinforcing Steel Institute","US sizes","#8","2027"
"Rebar / Nucor Corporation / 10M","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","Canadian sizes","10M","2026-01-01"
"Rebar / Nucor Corporation / 15M","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","Canadian sizes","15M","2026-01-01"
"Rebar / Nucor Corporation / 20M","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","Canadian sizes","20M","2026-01-01"
"Rebar / Nucor Corporation / #3","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","US sizes","#3","2026-01-01"
"Rebar / Nucor Corporation / #4","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","US sizes","#4","2026-01-01"
"Rebar / Nucor Corporation / #5","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","US sizes","#5","2026-01-01"
"Rebar / Nucor Corporation / #6","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","US sizes","#6","2026-01-01"
"Rebar / Nucor Corporation / #7","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","US sizes","#7","2026-01-01"
"Rebar / Nucor Corporation / #8","","4789793365.101.1","Nucor Corporation, North Carolina","Rebar","Nucor Corporation","US sizes","#8","2026-01-01"
"Rebar / ArcelorMittal Long Products Canada / 10M","","4937-6316","ArcelorMittal Long Products Canada","Rebar","ArcelorMittal Long Products Canada","Canadian sizes","10M","2024-03-25"
