beam_id,epd_id,ID,Display Name,Stated kgCO2e/unit,GWP units per,GWP/common unit,Common unit,GWP-bio from EPD,Biogenic Storage,Carbon content kgC/unit,Full C value,Storage % Reduction,Density,Density Units,Addnl factor,Addnl factor units,EPD ID,EPD Type,EPD Program/Operator,Service Life (yr)
be7b88,EPD10092,be7b88,"Concrete – 26-30 MPa, 0-14% FA/SL, GU / CRMCA [Industry Avg | CA]",360.3,m3,360.3,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
cfa664,EPD10092,cfa664,"Concrete – 31-35 MPa, 15-29% Fly Ash, GU / CRMCA [Industry Avg | CA]",375.8,m3,375.78,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
d873ca,EPD10092,d873ca,"Concrete – 0-25 MPa, 30-40% Fly Ash, GU / CRMCA [Industry Avg | CA]",255.3,m3,255.31,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
dac0ae,EPD10092,dac0ae,"Concrete – 31-35 MPa, 30-40% Fly Ash, GU / CRMCA [Industry Avg | CA]",329.9,m3,329.92,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
dad6dc,EPD10092,dad6dc,"Concrete – 31-35 MPa, Canadian Benchmark Average / CRMCA [Industry Avg | CA]",417.1,m3,417.05,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
e72bcd,EPD10092,e72bcd,"Concrete – 0-25 MPa, 15-29% Fly Ash, GU / CRMCA [Industry Avg | CA]",289.1,m3,289.12,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
LVT004,EPD10156,LVT004,Luxury vinyl tile (LVT)  / Parterre Flooring / Dryback LVT / Tile or plank - 5 mm,10.9,m²,10.9,m²,,,,,,10.3,kg/m2,,,EPD10156,product_specific,NSF International,30
LVT009,EPD10158,LVT009,Rigid core vinyl flooring / Parterre Flooring / Rigid Core Click / Tile or plank - 5 mm,6.52,m²,6.52,m²,,,,,,6.71,kg/m2,,,EPD10158,product_specific,NSF International,30
GYP002,EPD10268,GYP002,"Gypsum panels - glass mat / 5/8"" / Georiga Pacific / DensGlass Sheathing / 5/8""",454,92.9m2,4.89,m²,,,,,,12.68,kg/m2,,,EPD10268,product_specific,"NSF Certification, LLC",60
ba3064,EPD 10270,ba3064,"Drywall 5/8"" Type X / Gypsum Association [Industry Avg | US & CA]",277,92.9m2,2.98,m²,,,,,,10.67,kg/m2,,,EPD 10270,industry_average,,
eddd4c,EPD 10270,eddd4c,"[Replaced] Drywall 5/8"" / Includes American Gypsum, CertainTeed, Continental, Georgia-Pacific, National Gypsum, Pabco, USG, CGC / 5/8""",277,92.9m2,2.98,m²,,,,,,10.67,kg/m2,,,EPD 10270,industry_average,,
CER001,EPD10277,CER001,Ceramic tile / American Wonder Porcelain / Porcelain - recycled content / Standard and Second grade /,11.5,m²,13.68,m²,,,,,,20.105,kg/m2,,,EPD10277,product_specific,NSF,75
1a5a48,EPD10294,1a5a48,"Concrete - 0-2500 psi, >50% SCM mix / NRMCA [Industry Avg | US & CA]",178.7,m3,178.7,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
43fe24,EPD10294,43fe24,"Concrete - 2501-3000 psi, Standard mix / NRMCA [Industry Avg | US & CA]",311.39,m3,311.39,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
809f93,EPD10294,809f93,"Concrete - 2501-3000 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",244.3,m3,244.3,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
900b85,EPD10294,900b85,"Concrete - 2501-3000 psi, >50% SCM mix / NRMCA [Industry Avg | US & CA]",197.1,m3,197.1,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
921b8b,EPD10294,921b8b,"Concrete - 0-2500 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",199.73,m3,199.73,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
949348,EPD10294,949348,"Concrete - 0-2500 psi, Standard mix / NRMCA [Industry Avg | US & CA]",279.56,m3,279.56,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
a7c43b,EPD10294,a7c43b,"Concrete - 2501-3000 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",268.4,m3,268.4,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
b7e1fe,EPD10294,b7e1fe,"Concrete - 0-2500 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",241.6,m3,241.6,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
c50635,EPD10294,c50635,"Concrete - 2501-3000 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",220.82,m3,220.82,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
d6132a,EPD10294,d6132a,"Concrete - 0-2500 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",220.4,m3,220.4,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33333,EPD10294,s33333,"Concrete - 3001-4000 psi, Standard mix / NRMCA [Industry Avg | US & CA]",383.6,m3,383.6,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33334,EPD10294,s33334,"Concrete - 3001-4000 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",329.2,m3,329.2,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33335,EPD10294,s33335,"Concrete - 3001-4000 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",298.6,m3,298.6,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33336,EPD10294,s33336,"Concrete - 3001-4000 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",268.9,m3,268.9,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33337,EPD10294,s33337,"Concrete - 3001-4000 psi, >50% SCM mix / NRMCA [Industry Avg | US & CA]",238.7,m3,238.7,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33338,EPD10294,s33338,"Concrete - 4001-5000 psi, Standard mix / NRMCA [Industry Avg | US & CA]",468.9,m3,468.9,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33339,EPD10294,s33339,"Concrete - 4001-5000 psi, 20-29% Fly Ash / NRMCA [Industry Avg | US & CA]",401,m3,401,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33340,EPD10294,s33340,"Concrete - 4001-5000 psi, 30-39% FA/SL / NRMCA [Industry Avg | US & CA]",363,m3,363,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33341,EPD10294,s33341,"Concrete - 4001-5000 psi, 40-49% FA/SL mix / NRMCA [Industry Avg | US & CA]",325.8,m3,325.8,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
s33342,EPD10294,s33342,"Concrete - 4001-5000 psi, >50% SCM mix / NRMCA [Industry Avg | US & CA]",288.1,m3,288.1,m3,,,,,,2305,kg/m3,,,EPD10294,industry_average,,
1742d8,EPD10310,1742d8,"Drywall 1/2"" Type C / Georgia-Pacific / ToughRock Fireguard C /",285,1000 ft2,3.07,m²,,,,,,8.128,kg/m2,,,EPD10310,product_specific,,
INT004,EPD10312,INT004,"Drywall 5/8"" / Georgia-Pacific / ToughRock Fireguard C/",296,1000 ft2,3.19,m²,,,,,,,,,,EPD10312,product_specific,"NSF Certification, LLC",60
CER002,EPD10355,CER002,Ceramic tile / Fireclay Tile / Ceramic / Standard and Second grade /,45.9,m²,48.08,m²,,,,,,17.58,kg/m2,,,EPD10355,product_specific,NSF,75
GYP001,EPD10358,GYP001,"Gypsum panels - glass mat / 1/2"" / Georiga Pacific / DensGlass Sheathing / 1/2""",400,92.9m2,4.31,m²,,,,,,9.96,kg/m2,,,EPD10358,product_specific,"NSF Certification, LLC",60
INT003,EPD10360,INT003,"Drywall 1/2""/ Georgia-Pacific / ToughRock Mold-Guard /",237,92.9m2,2.55,m²,,,,,,774,kg/92.9m2,8.33,kg/m2,EPD10360,product_specific,NSF,
LIN006,EPD10362,LIN006,Linoleum flooring / Mannington / Legato Flooring / 2.2 liquid applied,2.65,m²,2.65,m²,,3.92,1.188,4.36,0.9,0.9,kg/dm3,1.98,kg/m2,EPD10362,product_specific,NSF,30
RRR111,EPD10396,RRR111,Asphalt Shingles / GAF / Timberline Cool Series /,4.34,m²,4.34,m²,,,,,,10.12,kg/m2,,,EPD10396,product_specific,NSF,
2b19ae,EPD10397,2b19ae,Asphalt Shingles / GAF / Timberline / Timberline,3.88,m²,3.88,m²,,,,,,9.83,kg/m2,,,EPD10397,product_specific,,
84c2b6,EPD10447,84c2b6,"Brick, Clay, Generic Modular / Bricks by Volume (no mortar) / Brick Industry Association / [Industry Avg | US-Canada]",503,m3 of brick,503,m³,,,,,,2120,kg/m3,,,EPD10447,industry_average,NSF,
e73378,EPD10447,e73378,"Brick, Clay, Generic Modular / 3-5/8"" x 2-3/4"" x 7-5/8"" incl. 3/8"" mortar / Brick Industry Association / [Industry Avg | US-Canada]",503,m3 of brick,47.25,m²,,,,,,269,kgCO2/m3 mortar,,"83% brick, 17% mortar",EPD10447,industry_average,NSF,
d0rm3c,EPD10465,d0rm3c,Polyisocyanurate / Roof Boards / GRF Facer / R 5.6/inch / PIMA [Industry Avg | US & CA],2.1086,m2•RSI,2.11,m2•RSI,,,,,,37.64,kg/m3,,,EPD10465,industry_average,,
f2l0sm,EPD10465,f2l0sm,Polyisocyanurate / Roof Boards / CGF Facer / R 5.6/inch / PIMA [Industry Avg | US & CA],2.9486,m2•RSI,2.95,m2•RSI,,,,,,37.64,kg/m3,,,EPD10465,industry_average,,
n9cx2a,EPD10466,n9cx2a,Polyisocyanurate / Wall Boards / R 6.5/inch / PIMA [Industry Avg | US & CA],4.0959,m2•RSI,4.1,m2•RSI,,,,,,49.09,kg/m3,,,EPD10466,industry_average,NSF,
l2j0sa,EPD10467,l2j0sa,Polyisocyanurate / Roof Boards / High density / R 5.0/inch / PIMA / [Industry Avg | US & CA],10.678,m2•RSI,10.68,m2•RSI,,,,,,37.64,kg/m3,,,EPD10467,industry_average,,
bbb008,EPD10568,bbb008,"Ext. Wall & Roof Barrier, liquid applied / Carlisle / Barrithane VP / 11.1 Perms, 40 mils",5.2,m²,5.18,m²,,,,,,1.498,m2/kg,,,EPD10568,product_specific,NSF,
bbb024,EPD10568,bbb024,"Ext. Waterproofing Barrier, liquid applied / Carlisle / MiraSEAL & MiraTITE",8.4,m²,8.37,m²,,,,,,0.484,m2/kg,,,EPD10568,product_specific,NSF,
bbb023,EPD10572,bbb023,"Ext. Waterproofing Barrier, adhesive / Carlisle / MiraPLY V",8.6,m²,8.55,m²,,,,,,0.471,m2/kg,,,EPD10572,product_specific,NSF,
LVT006,EPD10668,LVT006,Luxury vinyl tile (LVT) / Mannington / All tile & plank models / 4.0 mm,10.1,m2,10.1,m2,,,,,,5.45,kg/m2,,,EPD10668,product_specific,,
LVT011,EPD10668,LVT011,Luxury vinyl tile (LVT) / Mannington / Luxury Vinyl Tile / 2.5 mm Tile and Plank,6.51,m²,6.51,m²,,,,,,2.79,kg/m2,,,EPD10668,product_specific,NSF,30
bbb016,EPD10786,bbb016,"Ext. Wall barrier, liquid applied / GCP / Perm-a-Barrier NPL 10 (fire-resistant) / Non-permeable, 1 mm",4.8,m²,4.8,m²,,,,,,1.4,g/cm3,,,EPD10786,product_specific,NSF,
bbb017,EPD10786,bbb017,"Ext. Wall barrier, liquid applied / GCP / Perm-a-Barrier VPL / 20 Perms, 0.64 mm",4.01,m²,4.01,m²,,,,,,1.4,g/cm3,,,EPD10786,product_specific,NSF,
bbb018,EPD10786,bbb018,"Ext. Wall barrier, liquid applied / GCP / Perm-a-Barrier VPL 50RS UV stable / 13 Perms, 0.51 mm",1.53,m²,1.53,m²,,,,,,1.4,g/cm3,,,EPD10786,product_specific,NSF,
bbb019,EPD10786,bbb019,"Ext. Wall barrier, sheet / GCP / Perm-a-Barrier NPS / Non-permeable, 0.46 mm",1.12,m²,1.12,m²,,,,,,1.4,g/cm3,,,EPD10786,product_specific,NSF,
bbb011,EPD10787,bbb011,"Ext. Wall barrier, adhesive / GCP / Perm-a-Barrier / Non-permeable, 1 mm",1.94,m²,1.94,m²,,,,,,,,,,EPD10787,product_specific,NSF,
INT000,EPD10792,INT000,"Drywall 1/2"" / National Gypsum / Gold Bond XP Gypsum Board / 1/2""",428,92.9m2,4.61,"m2 @ 1/2""",0.549,0.49,0,0,0.9,859,kg/92.9m2,9.25,kg/m2,EPD10792,product_specific,NSF,75
INT005,EPD10792,INT005,"Drywall 5/8"" / National Gypsum / Gold Bond XP Fire-Shield Gypsum Board / 5/8"" type X",481,92.9m2,5.18,"m2 @ 5/8""",0.527,0.47,,,0.9,1195,kg/92.9m2,12.86,kg/m2,EPD10792,product_specific,NSF,75
EPS004,EPD10841,EPS004,"EPS foam board with graphite / BASF  / Neopor F 5200 Plus / R 4.7-inch, Type IX, 25 psi",2.944,m2•RSI,2.94,m2•RSI,,,,,,21.62,kg/m3,,,EPD10841,product_specific,NSF,
EPS005,EPD10841,EPS005,"EPS foam board with graphite / BASF / Neopor F 5200 Plus / R 4.7-inch, Type II, 15 psi (Type 2, 110 kPa)",2.275,m2•RSI,2.28,m2•RSI,,,,,,14.42,kg/m3,,,EPD10841,product_specific,NSF,
EPS006,EPD10842,EPS006,"EPS foam board with graphite / BASF / Neopor F 5200 & F 5300 Plus BMB / R 4.7-inch, Type IX, 25 psi (Type 9, 175 kPa)",3.084,m2•RSI,3.08,m2•RSI,,,,,,28.8,kg/m3,,,EPD10842,product_specific,NSF Certification LLC,75
EPS007,EPD10842,EPS007,"EPS foam board with graphite / BASF / Neopor F 5200 & F 5300 Plus BMB  / R 4.7-inch, Type II, 15 psi (Type 2, 110 kPa)",2.313,m2•RSI,2.31,m2•RSI,,,,,,21.6,kg/m3,,,EPD10842,product_specific,NSF Certification LLC,75
4s1lp2,EPD-117,4s1lp2,Structural Precast Concrete / 10'' Hollow core slab / CPCI - PCI / North American Average,256.3,1000 kg,88.8,m2 at 10'',,,,,,71,lb/ft2,,,EPD-117,industry_average,ASTM International,
134c8d,EPD124,134c8d,"Cross Laminated Timber (CLT) / Structurlam / CrossLam / 3-1/2""",124.02,m3,11.16,"m2 at 3-1/2"" thickness",,,,79.04,0.9,481,kg/m3,0.09,m thickness,EPD124,product_specific,,
da1134,EPD125,da1134,"Glued Laminated Timber (Glulam) / Structurlam / Glulam Plus  3-1/2"" Panel / BC",115.32,m3,10.28,"m2 at 3-1/2"" thickness",,,,88.68,0.9,544,kg/m3,,,EPD125,product_specific,,
2d7548,EPD-131,2d7548,"Brick, Clay / Interstate / Avg Face Brick / 3-5/8"" x 2-3/4"" x 7-5/8"" (92 x 70 x 194 mm) incl. 3/8"" mortar",566.85,m3,47.49,m²,,,,,,269,kgCO2/m3 mortar,,"83% brick, 17% mortar",EPD-131,product_specific,,
c9a7f3,EPD-131,c9a7f3,"Brick, Clay / Interstate / Avg Thin Face Brick / 3-9/16"" x 5/8"" x 11-5/8"" (90 x 16 mm x 295) incl. 3/8"" mortar and ties",755.85,m3,13.77,m²,,,,,,269,kgCO2/m3 mortar,,"87% brick, 13% mortar, plus 100% surface mortar @ 10mm",EPD-131,product_specific,,
cfd454,EPD-132,cfd454,"Cement board / 1/2"" (13 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)",912.19,92.9m2,9.82,m²,,,,,,921,kg/m3,,,EPD-132,product_specific,,
f034jf,EPD-132,f034jf,"Cement board / 1/4"" (6 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)",636.49,92.9m2,6.85,m²,,,,,,,kg/m3,,,EPD-132,product_specific,,
m210vf,EPD-132,m210vf,"Cement board / 5/8"" (16 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)",1112.3,92.9m2,11.97,m²,,,,,,927,kg/m3,,,EPD-132,product_specific,,
d00294,EPD 142,d00294,Gypsum concrete floor underlayment / USG / Levelrock 2500 Green / 30 mm,165,1000 kg,9.43,m2 at 30 mm,,,,,,1906,kg/m3,,,EPD 142,product_specific,,
bc703d,EPD-156,bc703d,"Drywall 1/2"" / Pabco / QuietRock / QuietRock 1/2""",451,92.9m2,4.85,m²,,,,,,10.3,kg/m2,,,EPD-156,product_specific,,
c930d2,EPD157,c930d2,"Dowel Laminated Timber / StructureCraft / DowelLam / 3-1/2""",121.4,m3,10.79,"m2 at 3-1/2"" thickness",924.01,,,,0.9,449,kg/m3,0.09,m thickness,EPD157,product_specific,ASTM International,
LAM012,EPD160,LAM012,Mass ply panels (MPP) / Freres Lumber,259.16,m3,259.16,m3,2105.83,,2105.83,979.87,0.9,546,kg/m3,,,EPD160,product_specific,ASTM International,
LAM002,EPD 168,LAM002,"Glued Laminated Timber (Glulam) / Vaagen / Colville, WA",147.99,m3,147.99,m3,1014.99,,,,0.9,442.1,kg/m3,,,EPD 168,product_specific,ASTM,
LAM009,EPD 168,LAM009,"Cross Laminated Timber (CLT) / Vaagen / Crosslam CLT / 3-1/2""",136.11,m3,12.1,"m2 at 3.5""",850.23,,,,0.9,442.5,kg/m3,,,EPD 168,product_specific,ASTM,
LAM000,EPD 169,LAM000,Laminated Veneer Lumber (LVL) / Boise Cascade / Versa-Lam,239.47,m³,239.47,m³,-777.59,,777.59,,0.9,483.4,kg/m3,,,EPD 169,product_specific,ASTM International,75
LAM013,EPD 169,LAM013,Veneer Laminated Timber (VLT) / Boise Cascade /  VersaWorks,239.47,m³,239.47,m³,-777.59,,777.59,,0.9,483.4,kg/m3,,,EPD 169,product_specific,ASTM International,75
2480d6,EPD 1725-6769,2480d6,"Wood floor truss / Common (Warren, 45 deg) web pattern / Top chord bearing, variable depth / QWEB [Industry Avg | CA]",181.6,m3,2.06,linear m of truss,,,2.24815125,8.25,0.9,417,kg/m3,0.01135,m3/linear m,EPD 1725-6769,industry_average,,
s93mwu,EPD 194,s93mwu,Masonry Cement / Portland Cement Association [Industry Avg | US & CA],589,ton (metric),0.59,kg,,,,,,3000,kg/m3 masonry cement,,,EPD 194,industry_average,,
p3fe4l,EPD 195,p3fe4l,"Portland Cement (Types I,II,III,IV,V) / Portland Cement Association [Industry Avg | US & CA]",922,ton (metric),0.92,kg,,,,,,3150,kg/m3,,,EPD 195,industry_average,,
2fe063,EPD-197,2fe063,Hemp fiber batt / NaturFibre / Hemp Wool / R 3.7-inch,-0.8019,m2 RSI,1.74,m2 RSI,1.9,1.71,,,0.9,35,kg/m3,1.36,kg/m2 at 0.039 m,EPD-197,product_specific,,
HEMP0X,"EPD-197, S-P-01961, S-P-02290",HEMP0X,Hemp Fiber Batt / R 3.6-inch [BEAM Avg],,,1.16,m2•RSI,,1.63,,,,35,kg/m3,,,"EPD-197, S-P-01961, S-P-02290",beam_average,,
g93fwm,EPD-2022-7601,g93fwm,"Straw Insulated Panels with wood framing (SIP) / EcoCocon / Prefabricated panel, 40 cm / R35 [EU]",14.3,m²,14.3,m²,94.41666667,84.98,25.75,,0.9,110,kg/m2,44,kg/m2 at 40cm,EPD-2022-7601,product_specific,N.A.,75
155f0d,EPD 206,155f0d,"Gypsum panels - glass mat / 1/2"" / Gypsum Association [Industry Avg | N.America]",437.4,92.9m2,4.71,"m2 @ 1/2""",,,,,,,,,,EPD 206,industry_average,,
bf151b,EPD 206,bf151b,"Gypsum panels - glass mat / 5/8"" Type X / Gypsum Association [Industry Avg | N.America]",503.9,92.9m2,5.42,"m2 @ 5/8""",,,,,,,,,,EPD 206,industry_average,,
LVT008,EPD 207,LVT008,"Luxury vinyl tile (LVT) / Armstrong / Biome, Coalesce, Duo, Exchange, Parallel USA, Terra & Theorem / 2.5 mm",6.88,m2,6.88,m2,,,,,,4363,g/m2,,,EPD 207,product_specific,ASTM International,30
INT002,EPD211,INT002,"Drywall 1/2"" / USG / Sheetrock Ultralight Panels",161,1000 ft2,1.73,m²,,,,,,6.5,kg/m2,,,EPD211,product_specific,ASTM International,75
INT001,EPD215,INT001,"Drywall 1/2"" / USG / Sheetrock Brand UltraLight Sag-Resistant Ceilling Board",157,1000 ft2,1.69,m²,,,,,,6.7,kg/m2,,,EPD215,product_specific,ASTM International,75
INT006,EPD 216,INT006,"Drywall 5/8"" / USG / Sheetrock Brand EcoSmart Firecode X / 5/8""",219,1000 ft2,2.36,m²,,,,,,8.8,kg/m2,,,EPD 216,product_specific,ASTM International,75
EWF003,EPD-234,EWF003,"Engineered Wood Flooring / CRAFT Artisan Wood Floors / Engineered / 5/8""",15.4,m²,15.4,m²,,,,14.27,0.9,8.44,"kg/m2 at 5/8""",,,EPD-234,product_specific,ASTM International,
LAM004,EPD246,LAM004,"Glued Laminated Timber (Glulam) / Western Archrib / Boissevain, Manitoba",169.48,m³,169.4,m³,784.53,,,,0.9,,,,,EPD246,,ASTM International,
LAM005,EPD247,LAM005,"Glued Laminated Timber (Glulam) / Western Archrib / Edmonton, Alberta",369.8,m³,369.8,m³,784.53,,,,0.9,,,,,EPD247,,ASTM International,
POLY10,EPD 253,POLY10,"Polyisocyanurate / Wall Boards / Hunter / Xci / R 6.3-inch, 20 psi",4.25,m2•RSI,4.25,m2•RSI,,,,,,33.73,kg/m3,,,EPD 253,product_specific,ASTM International,75
POLY00,EPD254,POLY00,"Polyisocyanurate / Roof Boards / High density / Carlisle / Type II, R 5.0-inch, 80 psi",10.95,m2•RSI,10.95,m²•RSI,,,,,,,,,,EPD254,product_specific,ASTM International,40
POLY03,EPD255,POLY03,"Polyisocyanurate / Roof Boards / CGF facer / Carlisle / Type II, R 5.6-inch, 16 psi",3.02,m2•RSI,3.02,m²•RSI,,,,,,,,,,EPD255,product_specific,ASTM International,40
POLY06,EPD 255,POLY06,"Polyisocyanurate / Roof Boards / GRF facer / Carlisle / Type II, R 5.6-inch, 16 psi",2.18,m2•RSI,2.18,m2•RSI,,,,,,28.92,kg/m3,,,EPD 255,product_specific,ASTM International,40
s76tf2,EPD 266,s76tf2,"Window - double-glazed / Inline Fiberglass / Series 300, 325, 325, 400 / Fiberglass frame / CAN",75.7,m²,75.7,m2 of window,,,,,,,,31.02564103,kg/m2 window,EPD 266,product_specific,ASTM International,
POLY02,EPD 267,POLY02,"Polyisocyanurate / Roof Boards / High density / Hunter / Type II R 5.0-inch, 80 psi",10.95,m2•RSI,10.95,m2•RSI,,,,,,28.92,kg/m3,,,EPD 267,product_specific,ASTM International,40
POLY01,EPD 268,POLY01,"Polyisocyanurate / Roof Boards / High density / Versico / Type II, R 5.0-inch, 80 psi",10.95,m2•RSI,10.95,m2•RSI,,,,,,28.92,kg/m3,,,EPD 268,product_specific,ASTM International,40
POLY04,EPD 270,POLY04,"Polyisocyanurate / Roof Boards / CGF facer / Versico / Type II, R 5.6-inch, 16 psi",3.02,m2•RSI,3.02,m2•RSI,,,,,,28.92,kg/m3,,,EPD 270,product_specific,ASTM International,40
POLY08,EPD 270,POLY08,"Polyisocyanurate / Roof Boards / GRF facer / Versico / Type II, R 5.6-inch, 16 psi",2.176,m2•RSI,2.18,m2•RSI,,,,,,28.92,kg/m3,,,EPD 270,product_specific,ASTM International,40
POLY05,EPD 271,POLY05,"Polyisocyanurate / Roof Boards / CGF facer / Hunter / H-Shield CG / Type II R 5.6-inch, 16 psi",3.02,m2•RSI,3.02,m2•RSI,,,,,,28.92,kg/m3,,,EPD 271,product_specific,ASTM International,40
POLY07,EPD 271,POLY07,"Polyisocyanurate / Roof Boards / GRF facer / Hunter / H-Shield / Type II, R 5.6-inch, 16 psi",2.18,m2•RSI,2.18,m2•RSI,,,,,,28.92,kg/m3,,,EPD 271,product_specific,ASTM International,40
POLY09,EPD273,POLY09,"Polyisocyanurate / Wall Boards / Carlisle / R2+ Silver / R6.3-inch, 20 psi",4.25,m2•RSI,4.25,m²•RSI,,,,,,,,,,EPD273,product_specific,ASTM International,75
3kglse,EPD-283,3kglse,XPS foam board / SOPREMA / SOPRA-XPS (entire product line) / R 5.0-inch,1.92588,m2•RSI,1.93,m2•RSI,,,,,,32.8,kg/m3,1.102,kg/m2 at RSI1,EPD-283,product_specific,ASTM International,
LAM008,EPD295,LAM008,"Cross Laminated Timber (CLT) / Kalesnikoff / 3-1/2""",124.5,m3,11.07,"m2 at 3.5""",1045.63,,,,0.9,446,kg/m3,,,EPD295,product_specific,ASTM International,75
LAM003,EPD296,LAM003,Glued Laminated Timber (Glulam) / Kalesnikoff Lumber Co. / BC,124.5,m³,124.5,m³,817.67,,,,0.9,481.68,kg/m3,,,EPD296,product_specific,ASTM International,75
VIN001,EPD 325,VIN001,"Vinyl Siding / Vinyl Siding Institute / 0.040"" Double 4.5"" [Industry Avg | US & CA]",4.71,m2,4.71,m²,,,,,,1430,kg/m3,,,EPD 325,industry_average,ASTM,
VIN002,EPD 326,VIN002,"Insulated Vinyl Siding / Vinyl Siding Institute / 0.040"" Double 4.5"" [Industry Avg | US & CA] / R-0.5",6.1,m2,6.05,m2,,,,,,2.53,kg/m2,,,EPD 326,industry_average,ASTM,50
VIN000,EPD 327,VIN000,"Polypropylene siding / Vinyl Siding Institute  / 0.085"" Single 7"" wood shake appearance [Industry Avg | US & CA]",9.81,m2,9.81,m²,,,,,,1025,kg/m3,9.29,m2/100ft2,EPD 327,industry_average,,50
CMU000,EPD-338,CMU000,"CMU - Light weight / 8"" Light weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA East Region [Industry Avg | CA]",177,m3,19.09,"m2 at 8"" block thickness",,,,,,1722.56,kg/m3,186,kg/m2 of wall,EPD-338,industry_average,ASTM,
CMU001,EPD-338,CMU001,"CMU - Light weight / 8"" Light weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA West Region [Industry Avg | CA]",214,m3,23.14,"m2 at 8"" block thickness",,,,,,1722.56,kg/m3,186,kg/m2 of wall,EPD-338,industry_average,ASTM,
CMU002,EPD-338,CMU002,"CMU - Normal weight / 8"" Normal weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA East Region [Industry Avg | CA]",205,m3,20.95,"m2 at 8"" block thickness",,,,,,2186.12,kg/m3,223,kg/m2 of wall,EPD-338,industry_average,ASTM,
CMU003,EPD-338,CMU003,"CMU - Normal weight / 8"" Normal weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA West Region [Industry Avg | CA]",252,m3,25.67,"m2 at 8"" block thickness",,,,,,2186.12,kg/m3,223,kg/m2 of wall,EPD-338,industry_average,ASTM,
91617a,EPD 3409-8229,91617a,"Wood roof truss / Gable Roof, Double Howe, 2x6 Chords, 2x4 Webs, 4:12 Pitch / QWEB [Industry Avg | CA]",178,m3,2.53,linear m of truss,,,,10.32,0.9,417,kg/m3,0.0142,m3/linear m,EPD 3409-8229,,,
A12363,EPD 346,A12363,"Concrete – 25 MPa, 20% FA, GUL / Concrete Alberta [Industry Avg | CA]",255.8,m3,255.8,m3,,,,,,2305,kg/m3,,,EPD 346,industry_average,ASTM,
A12364,EPD 346,A12364,"Concrete – 30 MPa, 20% FA, GUL / Concrete Alberta [Industry Avg | CA]",292,m3,291.97,m3,,,,,,2305,kg/m3,,,EPD 346,industry_average,ASTM,
A12365,EPD 346,A12365,"Concrete – 35 MPa, 20% FA, GUL / Concrete Alberta [Industry Avg | CA]",323.72,m3,323.72,m3,,,,,,2305,kg/m3,,,EPD 346,industry_average,ASTM,
aaacc100,EPD 346,aaacc100,"Concrete – 35 MPa, 10% FA, GU / Concrete Alberta [Industry Avg | CA]",397.06,m3,397.06,m3,,,,,,2305,kg/m3,,,EPD 346,industry_average,ASTM,
aaacc101,EPD 346,aaacc101,"Concrete – 35 MPa, 20% FA, GU / Concrete Alberta [Industry Avg | CA]",358.54,m3,358.54,m3,,,,,,2305,kg/m3,,,EPD 346,industry_average,ASTM,
